,Session ID,Author,Department,Abstract,Keywords
59,7,matt nassar,neuroscience,"One major challenge for AI is that, while deep neural networks are capable of achieving human level performance on a wide variety of tasks, they require an unreasonable number of learning trials. This issue has stimulated an interest in the inductive biases that humans and animals employ to constrain learning in complex natural environments. While the neural mechanisms used to implement inductive biases could be informative for both improving AI and providing a better mechanistic understanding of learning, these neural underpinnings remain elusive. Here we explore the possibility that stimulus-independent pairwise correlations between neurons, or so-called noise correlations, might reflect inductive biases used to constrain learning to specific task-relevant dimensions. We test this idea with a neural network model of a two-alternative forced-choice perceptual discrimination task in which the correlation among similarly tuned units can be manipulated independently of the overall population signal-to-noise ratio. Higher noise correlations among similarly tuned units, which emerge naturally through Hebbian learning, led to faster and more robust learning through weight adjustments that favored homogenous weights assigned to neurons within a functionally similar pool. These results suggest that noise correlations may serve to reduce the dimensionality of learning thereby making it more rapid and robust. ","['overall population signaltonoise ratio higher noise correlations among similarly tuned units', 'socalled noise correlations might reflect inductive biases used', 'correlation among similarly tuned units', 'twoalternative forcedchoice perceptual discrimination task', 'noise correlations may serve']"
60,7,Guillaume Pagnier,Neuroscience,"Parkinson’s disease (PD) is a common neurodegenerative disease affecting 1% of the elderly population. While the most common treatment is to administer dopaminergic (DA) medication, deep brain stimulation (DBS) is also used. DBS involves neurosurgeons implanting an electrode, usually in the subthalamic nucleus (STN) of human PD patients. High frequency (<130 hz) STN DBS improves motor symptoms, but STN DBS PD patients sometimes start exhibiting impulsive behavior, similar to the behavior of some PD patients on DA meds. Computational models of basal ganglia function suggest DBS and DA medication increase impulsivity via two distinct mechanisms: 1)  By interfering with STN activity, DBS reduces the decision threshold in an evidence accumulation framework, modeled with the drift diffusion model; 2) By altering striatal DA levels, DBS distorts the influence of benefits vs costs on decision making. I hope to evaluate whether low vs high frequency stimulation in different STN contact locations (dorsal vs ventral) as well as DA (DA ON and DA OFF) can have differential effects on decision threshold or cost-benefit decision making in a physical effort-discounting task. Here, I present some pilot data comparing PD patients and healthy controls' behavior to clarify DA and PD's effects on cost/benefit decision making.","['human pd patients high frequency hz stn dbs improves motor symptoms', 'stn dbs pd patients sometimes start exhibiting impulsive behavior similar', 'da medication increase impulsivity via two distinct mechanisms', 'administer dopaminergic da medication deep brain stimulation dbs', 'evaluate whether low vs high frequency stimulation']"
61,7,Jacob Rosenstein,Engineering,"Molecular information systems have the potential to store data at dramatically higher density than existing electronic media. Many valuable experimental demonstrations of this idea have used DNA, but nature also uses many other types of molecules and chemical networks to preserve, process, and transmit information. In this short talk I will introduce some of the concepts of chemical data representations, discuss a few of their implications for synthetic non-electronic data systems, and present examples from our recent collaborative research in this area. ","['existing electronic media many valuable experimental demonstrations', 'nature also uses many', 'synthetic nonelectronic data systems', 'chemical data representations discuss', 'recent collaborative research']"
62,7,Anastacia Kudinova,Psychiatry and Human Behavior,"Aligning with the NIMH’s Prioritized Agenda for Suicide Prevention Research, this new project seeks to advance what is known about the brain/behavior mechanisms underlying self-critical rumination ─ persistent negative-self-evaluation ─ and self-reassurance ─ providing compassion to self. The central hypothesis is that circuit alterations in the dorsolateral and dorsomedial prefrontal cortex, dorsal anterior cingulate, and insula underlying self-critical rumination and self-reassurance are associated with increased suicidal thoughts and behavior (STB) in adolescents. Our central methodology is to examine self-critical rumination and self-reassurance using task-dependent and task-independent functional magnetic resonance imaging (fMRI) and ecological momentary assessment (EMA) in 90 12-15 year-old teens recruited on the range of STB. The research goals are: (i) to test the associations between in vivo self-critical rumination, self-reassurance, and STB; (ii) identify neural mechanisms underlying self-critical rumination and self-reassurance; (iii)¬¬ integrate the findings from the scanner with STB assessed in adolescents’ real world environment. The focus on identifying construct-specific neural mechanisms, a trans-diagnostic sample of teenagers, and integration of imaging and EMA techniques is innovative. This project is significant, because identifying specific neural mechanisms underlying the interplay between self-critical rumination, self-reassurance, and STB can contribute to development of novel, mechanistically-informed interventions. ","['brainbehavior mechanisms underlying selfcritical rumination ─ persistent negativeselfevaluation ─', 'stb ii identify neural mechanisms underlying selfcritical rumination', 'dorsomedial prefrontal cortex dorsal anterior cingulate', 'taskindependent functional magnetic resonance imaging fmri', 'identifying specific neural mechanisms underlying']"
63,7,"Taylor A. Burke, Ph.D.",DPHB,"A history of prior self-injury is one of the strongest predictors of future suicidal behavior, and evidence suggests that the more severe such prior self-injurious behaviors are, the greater the risk for future self-injury. Importantly, however, our current means of assessing severity of prior self-injury is almost entirely reliant on self-report, despite the fact that self-injury frequently leaves tangible physical markings. Leveraging computer vision to automatically assess images of tissue damage has the potential to obviate reliance on subjective patient report of self-injury severity characteristics. My Lightning Talk will provide a brief overview of a cross-disciplinary grant submission designed to employ deep convolutional neural networks to detect severity indices of self-injury and to examine their accuracy in predicting short-term prospective suicide risk. This proof-of-concept study will set the stage to determine the feasibility of pursuing our long-term goal of integrating this technology into psychiatric care entry-points (primary care, emergency departments, inpatient units) to assess whether it can augment current risk assessment models. ","['psychiatric care entrypoints primary care emergency departments inpatient units', 'selfinjury frequently leaves tangible physical markings leveraging computer vision', 'employ deep convolutional neural networks', 'predicting shortterm prospective suicide risk', 'augment current risk assessment models']"
64,7,Andrew Delworth,Brown University,"Bone tumors, a common cause of cancer-related deaths in people under the age of 20, can be particularly challenging to classify on imaging because of tumor heterogeneity, the rarity with which they are encountered, and potential for confusion with non-cancer diagnosis (e.g., infection). Magnetic resonance imaging is a sensitive imaging modality for characterization of bone lesions, but suffers from poor specificity. We are developing a novel deep neural network model that integrates features from multi-sequence 3D MR data and patient clinical data to differentiate benign from malignant bone lesions with increased specificity while maintaining or improving sensitivity and accuracy. While the model is still being finalized, early results show it outperforming radiologists in accuracy, sensitivity, and specificity. The final model will be integrated into a previously developed software interface for connecting AI systems into the PACS at Rhode Island Hospital, as a preliminary step towards clinical implementation. Our work has the potential to contribute to the decrease in morbidity and mortality through improved diagnosis of malignancies and lower rate of unnecessary biopsies of benign lesions due to uncertain results from imaging.","['noncancer diagnosis eg infection magnetic resonance imaging', 'preliminary step towards clinical implementation', 'novel deep neural network model', 'previously developed software interface', 'finalized early results show']"
65,7,Shane Lee,Department of Neuroscience,"Prediction of motor error using intracranial neural recordings in patients with Parkinson's Disease

Parkinson's disease (PD) is a neurological disorder in which substantial motor impairment is often observed. For severe cases, deep brain stimulation (DBS) of the subthalamic nucleus can be an effective treatment, particularly alleviating motor symptoms such as tremor or bradykinesia. However, present clinical evaluation of PD uses qualitative assessments to rate only the worst of symptoms, and standard DBS therapy is static. In contrast, PD symptoms are observed to change in severity on a rapid basis. Here, we use support vector classification of motor performance on a joystick-based target tracking task to quantify motor error severity, observing that patients with PD are distinguishable for controls on a seconds timescale, and we define a continuous motor error score from the distance orthogonal to the classification hyperplane. We use neural recordings from subthalamic nucleus and sensorimotor cortex to predict the motor error score during the task using convolutional networks on raw recordings and feedforward networks on spectral estimates. Our ability to decode motor error from neural recordings may be useful in developing adaptive, closed loop DBS to modulate stimulation on a moment-to-moment basis based on patient-specific neural biomarkers.","['severe cases deep brain stimulation dbs', 'effective treatment particularly alleviating motor symptoms', 'motor error using intracranial neural recordings', 'bradykinesia however present clinical evaluation', 'developing adaptive closed loop dbs']"
66,7,Camillo Saueressig,CCMB,"Manual evaluation of medical images, such as MRI scans of brain tumors, requires years of training, is time-consuming, and is often subject to inter-annotator variation. Automatic segmentation of medical images is a long-standing challenge which seeks to alleviate these issues, with great potential benefit for both radiologists and patients. In the past few years, variations of Convolutional Neural Networks (CNNs) have established themselves as the state-of-the-art methodology for this task. Recently, Graph Neural Networks (GNNs) have gained considerable attention in the Deep Learning community. GNNs exploit the structural information present in graph data by aggregating information over connected nodes to output predictions on either the node or graph level. In this project, we propose a GNN-based approach to brain MRI glioma segmentation. We model brain MRI scans as graphs composed of connected brain regions, and train several GNN variants to classify graph nodes, i.e. brain regions, as tumorous or healthy. Our preliminary results show that graph-based methods are potentially competitive with state-of-the-art CNN methods. We also observe that GNNs which employ a self-attention mechanism, e.g. Graph Attention Networks (GATs), tend to outperform convolution-based graph networks (GCNs) at this task.","['selfattention mechanism eg graph attention networks gats tend', 'classify graph nodes ie brain regions', 'task recently graph neural networks gnns', 'outperform convolutionbased graph networks gcns', 'deep learning community gnns exploit']"
67,8,Aimen Zerroug,CLPS - ANITI,"Title: A recurrent neural circuit model for color constancy

Aimen Zerroug, Drew Linsley, and Thomas Serre

Carney Institute for Brain Science, Brown University

The neural circuits that give rise to color constancy, the ability to perceive surface color under a changing illumination, are still poorly understood. While there is growing evidence of complementary roles for both classical (CRF) and extra-classical receptive fields (eCRF) in biological color constancy, Land’s celebrated Retinex algorithm has remained the standard for the past several decades even though it makes no clear distinction between CRF and eCRF. 

We investigated the roles of CRFs and eCRFs in color constancy by creating a differentiable approximation of the neural circuit model of Mely et al (2018), which leveraged constraints from physiology and anatomy to simulate contextual illusions spanning visual modalities. When trained for color constancy on computer vision benchmarks, a single layer of this network was competitive with much larger state-of-the-art models, while also exhibiting illusory induction effects that are consistent with human psychophysics data. Lesioning model eCRFs significantly decreased performance and destroyed induction. Furthermore, correcting model sensitivity to color illusions worsened color constancy, indicating that they represent features — not bugs — of neural circuits optimized for color constancy. Our study offers direct evidence for recurrent circuits’ contribution to color constancy, revising extant theory on the computations involved in color perception.","['human psychophysics data lesioning model ecrfs significantly decreased performance', 'simulate contextual illusions spanning visual modalities', 'destroyed induction furthermore correcting model sensitivity', 'color constancy aimen zerroug drew linsley', 'color illusions worsened color constancy indicating']"
68,8,Sarah Thomas PhD,Psychiatry and Human Behavior,"Cannabis use (CU) initiated in adolescence is associated with substantial consequences, from cognitive decline to addiction. Adolescents’ greater vulnerability to CU effects may be due to the high concentrations of endogenous cannabinoid receptors in regions developing during adolescence (e.g., prefrontal and striatal). While CU may disrupt normal processes of adolescent brain development, relatively little is known about how adolescent CU is associated with brain/behavior mechanisms of reward-related decision-making. Advancing knowledge of these processes may explain why adolescent-onset CU is linked to functional impairments and higher rates of problematic substance use. This project is a component of a mentored award from Brown’s Advance-CTR and a potential K23 award. The central hypothesis to be tested is that CU in the context of adolescent brain development is linked to frontostriatal alterations and impaired reward-related decision-making that will vary as a function of CU exposure. Adolescents (equal groups who are engaged in CU and control adolescents) will be characterized on CU exposure and will undergo an MRI while completing a reward-related decision-making task. Behavioral and neural data from the decision-making task will be integrated in a computational psychiatry model to test whether and how latent decision-making components differ between adolescents with and without CU.","['addiction adolescents ’ greater vulnerability', 'adolescent brain development relatively little', 'cu may disrupt normal processes', 'cu exposure adolescents equal groups', 'latent decisionmaking components differ']"
69,8,Adam Berkley,Computer Science,"In recent years, extensive research has been conducted on improving brain tumor segmentation models. Hundreds of papers have been published on the effectiveness of different or new models on this problem, with predictive ability reaching that of trained experts. The major proposed application of these models is preliminary screening of patients, which would involve using a pre-trained model to segment images across multiple institutions. It wouldn’t be feasible for each institution to have their own model trained, as most don’t have a dataset of patients extensive enough for training. However, most current models are trained and tested on datasets from a single institution (usually the MICCAI BraTS dataset from UPenn). Due to differences in the imaging techniques deployed by the hospitals and in the MRI machines used, performance of models on different institution’s datasets may vary greatly. The proposed study is to explore the cross-domain ability of different types of models to see if they would be effective in real world applications.","['improving brain tumor segmentation models hundreds', 'segment images across multiple institutions', 'mri machines used performance', 'recent years extensive research', 'datasets may vary greatly']"
70,8,Paul Stey,Center for Computation and Visualization,"It has been nearly 15 years since Ioannidis published his landmark paper ""Why Most Published Research Findings Are False"". In this paper, Ioannidis describes the many ways in which scientific research can be (intentionally or otherwise) manipulated to produce a statistically significant result (e.g., ""p-hacking"", hypothesizing after the fact, etc.). This paper helped galvanize the movement for reproducibility in scientific research. 
Absent from Ioannidis original paper was a discussion of computational tools and methods, and how their use or misuse can contribute to the challenges of reproducing scientific findings. 
In this talk we provide and introduction to a number of tools aimed at ensuring the reproducibility of our research. In particular, we discuss the use of Docker ""containers"" for conducting and reproducing workflows in the computational sciences. The talk will provide a brief overview of Docker and container technologies in general. We also address questions regarding when to use containers; what problems they solve; and how to share and collaborate with others using containers. This talk will serve as a highly applied introduction, and thus, no prior knowledge of Docker or containers is assumed.","['statistically significant result eg phacking hypothesizing', 'nearly years since ioannidis published', 'also address questions regarding', 'paper ioannidis describes', 'ioannidis original paper']"
71,8,Shalin Patel,Applied Math/CCMB,"It has been shown that genes often interact in complex and ways that are best defined in terms of graphical terms. For instance, Gene Regulatory Networks (GRNs) have long been an area of study with landmark algorithms like GENIE3 delivering high quality networks that describe the interaction between genes in human cell lines, usually, with respect to gene expression. Along a similar vein, deep learning techniques like CNNs and RNNs have been introduced to the field in recent years to help enhance gene expression prediction. Unfortunately, these techniques ignore the graphical interaction mechanism that underlies cell processes. As such, this work aims to bridge the two areas of study by utilizing recently innovated methods in Graph Neural Networks and Graph Convolutional Networks to enhance the ability of Deep Learning methods with respect to the complex context of genomics. This work shows that in the realm of gene expression prediction and classification, the novel approach of utilizing the GRN graph structure within the GCN framework on epigenetic data is able to enhance prediction accuracy for multiple cell lines. In fact, the GCN method is able to outperform the state-of-the-art across all cell lines that were tested and deliver model interpretability.","['landmark algorithms like genie delivering high quality networks', 'similar vein deep learning techniques like cnns', 'help enhance gene expression prediction unfortunately', 'instance gene regulatory networks grns', 'grn graph structure within']"
72,8,Wasita Mahaphanit,CLPS,"Obsessive compulsive disorder (OCD) is a psychiatric disorder marked by recurrent, intrusive thoughts (i.e., obsessions) that cause repetitive, ritualistic behaviors (i.e., compulsions; American Psychological Association, 2013), and people suffering from OCD report experiencing pathological doubt (i.e., the lack of one’s confidence in cognitive faculties to reach a decision) and excessive uncertainty (Dar, 2004). Despite its morbidity and prevalence, the computational mechanisms that give rise to symptoms, and their neural substrates, remain relatively underdefined. Using computational modeling in a novel incentivized information-sampling task, we will test whether information seeking behavior is sensitive to reward value and/or uncertainty (i.e., level of evidence), and the degree to which OCD symptoms correlate with either of these constructs (e.g., Does information seeking behavior only correlate with OCD symptoms when it is insensitive to uncertainty? Does this parallel the reassurance compulsions in OCD such as excessive hand washing?). Preliminary data suggest healthy controls (HCs) are sensitive to both uncertainty and value, and ongoing work seeks to uncover sensitivities specific to OCD. We hope this work will lead to behavioral biomarkers of OCD, to ultimately inform neural markers of maladaptive brain states for use in developing closed-loop, adaptive deep brain stimulation (aDBS) treatments for treatment-refractory OCD.","['excessive hand washing preliminary data suggest healthy controls hcs', 'cause repetitive ritualistic behaviors ie compulsions american psychological association', 'developing closedloop adaptive deep brain stimulation adbs treatments', 'neural substrates remain relatively underdefined using computational modeling', 'ocd report experiencing pathological doubt ie']"
73,8,Daniel Smits,Brown Computer Science and CLPS depts,"Humans exceed at understanding unspoken meaning. For example, imagine I am hosting a house party and serving drinks. If I told you ""I only have milk,"" does that tell you that I don’t have any wine? What about ketchup? Can computational models generate human-like judgments to these questions? To do so, both traditional and connectionist models of implicature rely on sets of alternatives. There is extensive debate over the mechanisms by which we compute implicatures. Nevertheless, we know very little about which alternatives are inputs to this computation and how these alternatives are generated. We attempt to bridge this gap by addressing a series of questions. First: how are alternatives structured? Second: which alternatives are considered when computing an implicature? Third: which computational model best predicts the set of alternatives? Answering these questions will provide insights into the mechanisms which derive pragmatic inferences and will allow us to develop more contextually sensitive linguistic AI.","['computational models generate humanlike judgments', 'computational model best predicts', 'contextually sensitive linguistic ai', 'understanding unspoken meaning', 'derive pragmatic inferences']"
74,8,Emily Levin,CLPS,"Visual working memory (VWM) is a capacity-limited system that requires control processes to manage what information enters memory (“input gating”) and to select what information guides a response (“output gating”). Gating mechanisms are important because they mediate the balance between the predicted utility of an item and our limited memory capacity. For example, input gating proactively updates information to memory that has been deemed 100% relevant to the task (high priority) and filters information that is irrelevant. Conversely, output gating manages the contents of VWM when relevance is known only after encoding. That is, when items must be remembered even though their relevance is uncertain. The present experiment investigated how information content in VWM differed for items that were input gated with 100% certainty, versus for items that were only potentially relevant. Participants were scanned on a VWM orientation gating task across two fMRI sessions. We used a Bayesian approach to compute the full probability distribution of the stimuli given the BOLD data during input gating and output gating events. This approach allowed us to reconstruct the orientations that participants saw in the scanner and estimate both the precision and accuracy of remembered orientations. We observed higher accuracy for items input gated with 100% certainty relative to 50% certainty (i.e., in input gating versus output gating events). However, precision did not appear to differ. These results suggest that the accuracy of information held in VWM tracks priority, but precision does not. ","['vwm orientation gating task across two fmri sessions', 'response “ output gating ” gating mechanisms', 'input gating versus output gating events however precision', 'information enters memory “ input gating ”', 'example input gating proactively updates information']"
75,9,Drew Linsley,CLPS and Carney,"According to Marr's ""tri-level hypothesis"", there are three distinct levels of analysis needed to understand complex systems like the brain. (1) What problems does the system solve (computational)? (2) How does it solve these problems (algorithmic)? (3) What is the physical instantiation of the system's computations (implementation)? This framework has dominated systems and computational neuroscience research over the past 20 years, providing much needed theoretical context to brain sciences, while also siloing progress at each level of analysis. For instance, recurrent neural mechanisms, such as those that give rise to so-called classical vs. extra classical receptive fields (CRF vs. eCRF), are well studied at the level of their “implementation” via feedforward/recurrent inhibition/excitation. However, it is still unclear how these neural mechanisms give rise to network level phenomena at algorithmic or computational levels of analysis. Here, we develop an approach for understanding recurrent vision at all three of Marr’s levels of analysis. We develop a recurrent visual model with circuits inspired by those in primate visual cortex and optimize it for object segmentation in natural images. This model learns algorithms for object segmentation which compute low-level gestalt and exhibit contextual illusions. At the same time, the model’s responses to orientation stimuli explain CRF and eCRF effects observed in primate visual cortex. Through lesion studies, we demonstrate the relative importance of phenomena at implementational and algorithmic levels for performance at the computational level. Our approach shows that by unifying Marr’s levels of analysis we can distinguish neural epiphenomena from behaviorally relevant computations, while also identifying those mechanisms which are learned vs. those which must be induced through other means.","['socalled classical vs extra classical receptive fields crf vs ecrf', '“ implementation ” via feedforwardrecurrent inhibitionexcitation however', 'past years providing much needed theoretical context', 'orientation stimuli explain crf', 'understand complex systems like']"
76,9,Jeremy Bigness,Center for Computational Molecular Biology (CCMB),"Although biologists can perform time-series RNA-seq measurements at discrete points, the temporal resolution of such experiments is necessarily limited due to the need to isolate RNA from the cells at each step. This missing information hampers the identification of causal gene regulatory interactions as well as groups of coregulated genes. In addition, it prevents the characterization of the kinetics of transcriptional responses. Imaging studies with high temporal resolution have attempted to fill this void, but such studies label single molecules and cannot measure gene expression across the entire genome simultaneously. To overcome these limitations, I will construct a conditional generative adversarial neural network that infers time series gene expression trajectories. Conditional generative adversarial neural networks are comprised of two distinct neural networks: a generator and a discriminator. The generator network produces an output based upon the conditional inputs as well as a random noise vector, seeking to produce an output that the discriminator network classifies as authentic based off prior training examples. In the past few years, some studies have explored the potential of generative adversarial networks to impute missing values in time series data. However, these methods have not been applied in the context of gene expression.","['infers time series gene expression trajectories conditional generative adversarial neural networks', 'conditional generative adversarial neural network', 'cannot measure gene expression across', 'time series data however', 'two distinct neural networks']"
77,9,Josephine Kalshoven,"Orthopedics, Center for Biomedical Engineering","The trapeziometacarpal (TMC) joint sits in the wrist at the base of the thumb and enables proper thumb movement. The kinematics of this joint, particularly the in-vivo loading of the trapezium bone constituent, are poorly understood. Current estimations of trapezial loads are derived solely from musculoskeletal models. This limited knowledge inhibits the development of durable TMC implants to replace arthritic joints. We seek to develop the first instrumented replacement trapezium, which uses internal strain gauges to determine the 6 DOF in-vivo loads experienced by the trapezium bone. We are currently developing software that converts strain gauge output to an estimation of the load applied to the articular surface of the device. We use a least-squares estimation approach in MATLAB to establish a “calibration matrix” relationship between paired matrices of load and strain data generated via elastic beam theory analytical models. This method has yielded load estimates from test strain data (+/-5% random error) with average relative errors typically <1%. More recent exploration of alternative techniques utilizing machine learning (multiple linear regression and neural networks) show promising results with even lower load estimation error.  ","['strain data generated via elastic beam theory analytical models', 'alternative techniques utilizing machine learning multiple linear regression', 'test strain data random error', '“ calibration matrix ” relationship', 'neural networks show promising results']"
78,9,Jamie Catalano,Molecular Pharmacology and Physiology,"Understanding alcohol’s complex effects on reward circuits in the brain is critical for the development of better biologically informed therapies for alcohol use disorder. Recent advances in neurogenetics paired with the ability of flies to exhibit complex behaviors, such as associative learning and sensorimotor integration, have highlighted Drosophila melanogaster as an exciting model to study the effects of alcohol on the brain. However, methods for assessing latent behaviors such as motivation and aversion are lacking in the Drosophila field. To address this methodological gap, we have developed a runway based operant conditioning assay for investigating the motivational drive for vaporizable stimuli like alcohol. Our results suggest that Drosophila initially demonstrate avoidance behaviors, but then switch to motivated seeking behaviors for alcohol. Computer vision and machine learning software provide several measurable features of fly behavior that are used to provide a high-resolution view of aversive and motivated behaviors in this model. Future studies will assess the necessity and sufficiency of specific neuronal circuits in alcohol mediated seeking and avoidance. ","['machine learning software provide several measurable features', 'runway based operant conditioning assay', 'alcohol use disorder recent advances', 'drosophila initially demonstrate avoidance behaviors', 'better biologically informed therapies']"
79,9,Joseph Heffner,CLPS,"People make decisions based on deviations from expected outcomes (i.e., prediction errors). Past work has focused on reward prediction errors, largely ignoring violations of expected emotional experiences (i.e., emotion prediction errors). We leverage a new method to measure real-time fluctuations in emotion as people decide to punish or help others. Across three studies (N=789), we reveal that emotion and reward have independent and dissociable contributions to choice, such that emotion prediction errors exert the strongest impact on deciding to punish or help another. We additionally find that these decisions can be decoded from their emotional responses as early as 430ms, suggesting emotions swiftly influence choice. Finally, individuals with depression exhibit selective impairments in using emotion—but not reward—prediction errors. By demonstrating the power of emotion prediction errors in guiding social behaviors, these findings challenge standard decision-making models that have focused solely on reward.","['ms suggesting emotions swiftly influence choice finally individuals', 'expected outcomes ie prediction errors past work', 'expected emotional experiences ie emotion prediction errors', 'help others across three studies n', 'reward prediction errors largely ignoring violations']"
80,9,Bjorn Burkle,Physics,"Since the discovery of the Higgs Boson in 2012, studies have been continuously carried out to fully measure the particle’s properties. However, we are now at the point where the “low hanging fruit” have been picked and further studies of the Higgs Boson require the use of advanced analysis methods. One such study currently being performed by the CMS collaboration is the search for a Higgs Boson decaying to two charm quarks. Identifying the presence of hadronizing charm quarks at the Large Hadron Collider is a very difficult task that requires the use of specialized neural networks. In this talk, I will give an overview of the DeepJet neural network and how it is used to identify the presence of charm quarks in a particle collision. I will then describe how we account for the differences between the Monte Carlo simulations used to train the network, and the actual data used in our analysis.","['“ low hanging fruit ”', 'monte carlo simulations used', 'advanced analysis methods one', 'two charm quarks identifying', 'specialized neural networks']"
81,9,Tom Sgouros,Computer Science/Brown,"Neural networks, originally inspired by biology, took a big step last year when researchers showed it is feasible to obtain decent machine learning results on image datasets using a network of randomly connected nodes.

Preliminary modeling results show that simpler tasks are also possible.  It is feasible, for example, to assemble discriminators and comparators using random acyclical connections between nodes that individually do neither of those things.  The results are robust to significant degradation of node performance.  Adding feedback connections introduces a time base and allows the creation of signal amplifiers and filters.  These observations are not tied specifically to spike-chain analysis, but are general results involving non-linear computations in the context of complex networks.

Relating node function and the density and pattern of connections could aid the development of new computing paradigms, such as quantum computing, as well as provide insights into both the ontogenetic and phylogenetic development of actual nervous systems.
","['randomly connected nodes preliminary modeling results show', 'node performance adding feedback connections introduces', 'complex networks relating node function', 'obtain decent machine learning results', 'general results involving nonlinear computations']"
82,9,Minju Jung,CLPS,"One of the promising approaches to enhance recovery of spinal cord injury is epidural electrical stimulation (EES) of the spinal cord that facilitates a broad range of motor behaviors. However, which EES facilitates motor control is unknown due to the lack of understanding on the spinal cord mechanism. Although the computational models of the spinal cord have been proposed, the experimenters should tune parameters, such as synaptic weights, to match experimental measurements. According to the universal approximation theorem, an artificial neural network with enough hidden units can approximate arbitrarily complex input to output mappings. This means that, we could use a deep feedforward neural network or a recurrent neural network to model the spinal cord without requiring hand tuning of parameters. Furthermore, we propose a new neural network, called DeepSpine, constrained by the anatomy and physiology of the spinal cord. We hypothesize that DeepSpine will show better sample efficiency than black-box neural networks because of an inbuilt architectural bias. Using sheep data, we present initial results demonstrating that deep neural networks are able to learn the complex mapping from EES to electromyography (EMG) responses.","['inbuilt architectural bias using sheep data', 'spinal cord without requiring hand tuning', 'new neural network called deepspine constrained', 'show better sample efficiency', 'present initial results demonstrating']"
83,10,Lakshmi Narasimhan Govindarajan,CLPS/Carney Institute for Brain Science,"Primate vision depends on recurrent processing for reliable perception. At the same time, there is a growing body of literature demonstrating that recurrent connections improve the learning efficiency and generalization of vision models on classic computer vision challenges. Why then, are current large-scale challenges dominated by feedforward networks? We posit that the effectiveness of recurrent vision models is bottlenecked by the widespread algorithm used for training them, ""back-propagation through time"" (BPTT), which has O(N) memory-complexity for training an N step model. Thus, recurrent vision model design is bounded by memory constraints, forcing a choice between rivaling the enormous capacity of leading feedforward models or trying to compensate for this deficit through granular and complex dynamics. Here, we develop a new learning algorithm, ""contractor recurrent back-propagation"" (C-RBP), which alleviates these issues by achieving constant O(1) memory-complexity with steps of recurrent processing. We demonstrate that recurrent vision models trained with C-RBP can detect long-range spatial dependencies in a synthetic contour tracing task that BPTT-trained models cannot. We further demonstrate that recurrent vision models trained with C-RBP to solve the large-scale Panoptic Segmentation MS-COCO challenge outperform the leading feedforward approach. C-RBP is a general-purpose learning algorithm for any application that can benefit from expansive recurrent dynamics.","['n step model thus recurrent vision model design', 'largescale panoptic segmentation mscoco challenge outperform', 'new learning algorithm contractor recurrent backpropagation crbp', 'current largescale challenges dominated', 'synthetic contour tracing task']"
84,10,Debbie Yee,CLPS,"A fundamental question in cognition relates to how motivational incentives influence effort to achieve behavioral goals. Positive and negative outcomes powerfully motivate how much and how long to invest effort in cognitively demanding tasks. Although both outcomes can result in similar behavioral improvements (i.e., motivation to gain vs. avoid losing money both increase effort), the precise neural, catecholaminergic, and computational mechanisms for how rewarding vs. aversive neural systems facilitate cognitive effort is unspecified. Dopamine and serotonin have been theorized to modulate interactions between motivation and cognitive effort; however, how both influence such interactions are unknown. I will use fMRI, psychopharmacology, and computation to identify and integrate complementary mechanisms into a unified neurocomputational framework for motivated cognitive effort. I will use fMRI network-based analyses to test whether positive vs. negative incentives are associated with distinct neural circuits and associated with effort. Using psychopharmacology, I will test whether dopamine and serotonin influence distinct strategies (e.g., vigor, caution) in cognitive effort. Lastly, I will use drift diffusion models to integrate fMRI and behavioral data and quantify how positive vs. negative incentives influence distinct strategies for cognitive effort, and test whether model parameters (drift rate, threshold) are modulated by fMRI BOLD and pharmacological intervention. ","['rewarding vs aversive neural systems facilitate cognitive effort', 'test whether model parameters drift rate threshold', 'serotonin influence distinct strategies eg vigor caution', 'positive vs negative incentives influence distinct strategies', 'test whether positive vs negative incentives']"
85,10,Rohit Kakodkar,CIS - CCV HPC,"Over the last two decades, high-performance computing has become increasingly mainstream due to advancements in computational equipment and infrastructure. For example, the peak performance of large supercomputing centers has increased 100 fold over the last decade. However, efficiently utilizing such facilities requires development of highly scalable applications that can run across multiple machines seamlessly. Often, lower performance is attributed to poorly written applications rather than the hardware itself. In this talk, I will present our approach towards porting one such application, which obtains thermal properties of nanostructured materials, towards massively parallel systems. Our results show that with minor changes we were able to achieve close to linear speedup with the number of resources used. This has enabled us to discover novel physics related to thermal transport through nanostructured materials which were previously not-observable due to computational limitations.","['run across multiple machines seamlessly often lower performance', 'nanostructured materials towards massively parallel systems', 'last two decades highperformance computing', 'last decade however efficiently utilizing', 'approach towards porting one']"
